Lintang,Bujur,Tinggi_Ortometrik,FAA
-6.21494,107.08916,9.700,33.29746
-6.20713,107.13917,9.400,33.97624
-6.20724,107.18828,9.300,33.88323
-6.21041,107.22150,8.800,31.76741
-6.21373,107.27229,9.800,29.46180
-6.16798,107.00516,4.100,35.10594
-6.16977,107.04573,7.500,35.75126
-6.16229,107.09360,4.500,35.30895
-6.16444,107.12893,5.500,34.22635
-6.16475,107.17657,6.900,32.24265
-6.16993,107.23172,6.400,25.36854
-6.16637,107.27668,8.500,21.02549
-6.11640,106.99558,2.100,39.63744
-6.12308,107.06217,3.700,38.88384
-6.11947,107.08432,2.500,36.66231
-6.12129,107.12570,4.100,34.62156
-6.12507,107.16316,5.200,32.88894
-6.10247,107.20724,5.300,26.69118
-6.08406,107.05499,2.200,38.71425
-6.08127,107.09136,3.200,35.52600
-6.07600,107.14359,5.800,33.70881
-6.04027,107.06841,2.200,38.90314
-6.02658,107.09979,4.200,37.15858
-5.98680,107.04693,2.200,47.36724
-6.24955,107.01551,20.900,31.71237
-6.31267,107.18132,18.200,37.58147
-7.35711,112.57200,18.800,-15.91720
-7.34833,112.50760,58.000,-13.44307
-7.34995,112.47520,47.400,-12.09291
-7.35045,112.42190,68.700,-5.41790
-7.34501,112.37300,53.000,-0.22095
-7.34280,112.28420,80.100,11.53675
-7.34063,112.24190,75.700,13.79782
-7.29470,112.56470,8.700,-11.34293
-7.29979,112.50830,14.600,-10.93684
-7.30082,112.46400,18.700,-5.72432
-7.30357,112.41660,27.700,3.69202
-7.31490,112.38370,34.300,9.96210
-7.29227,112.32820,72.800,35.61351
-7.29895,112.28940,68.800,37.57683
-7.28900,112.23510,94.600,44.74845
-7.25564,112.52110,8.800,0.11235
-7.24863,112.47310,12.600,9.15387
-7.25341,112.43200,21.600,16.75483
-7.24916,112.38060,40.000,28.52190
-7.24679,112.33890,50.300,36.33555
-7.24348,112.28630,59.500,43.75073
-7.23464,112.56290,12.300,2.70658
-7.21275,112.50470,13.100,15.00580
-7.21042,112.47560,16.100,19.07438
-7.21465,112.42440,33.100,23.71831
-7.20517,112.38240,31.000,24.96269
-7.21076,112.34040,40.400,29.01958
-7.21183,112.28710,42.800,34.41657
-7.19675,112.24230,35.700,27.74259
-7.16794,112.51320,9.000,17.97290
-7.15986,112.46140,15.200,18.03742
-7.16533,112.42480,11.200,16.70040
-7.17728,112.38290,23.800,19.68398
-7.16974,112.34330,15.600,17.23054
-7.15847,112.29240,18.200,16.07468
-7.16190,112.23870,16.600,16.14421
-7.12403,112.60090,9.200,19.45158
-7.12086,112.54640,1.900,16.07792
-7.13434,112.49250,2.700,15.16578
-7.13214,112.42610,5.700,12.34092
-7.13486,112.38150,5.000,11.56438
-7.12661,112.33480,8.700,10.71996
-7.11236,112.29820,7.200,9.54271
-7.11709,112.24690,10.300,11.06509
-7.08766,112.57210,2.700,20.57936
-7.07448,112.51520,2.500,15.56823
-7.06440,112.48110,2.300,12.96839
-7.06423,112.43460,2.300,7.46213
-7.07796,112.38230,3.300,5.28856
-7.07769,112.33640,3.200,5.66363
-7.07142,112.30020,4.100,6.82965
-7.06676,112.24040,5.800,7.27713
-7.03504,112.57070,12.800,32.47498
-7.03189,112.52020,9.300,28.67332
-7.03095,112.46680,2.600,19.91520
-7.03584,112.42140,2.400,11.38633
-7.03053,112.38310,2.600,10.10440
-7.03881,112.34950,2.300,7.35036
-7.02231,112.29820,4.100,10.63742
-7.02381,112.23220,5.500,10.59688
-6.99191,112.56450,3.500,37.35564
-6.98516,112.51860,10.500,42.10391
-6.97985,112.46600,11.000,45.04378
-6.97639,112.43190,10.200,46.46198
-6.98431,112.37740,6.500,37.17736
-6.98130,112.34030,5.700,37.18581
-6.98124,112.29560,5.500,30.75537
-6.95287,112.55630,3.100,36.40004
-6.93676,112.51130,38.100,43.87517
-6.92911,112.46920,26.600,46.59967
-6.93385,112.43710,51.700,52.55712
-6.93983,112.40940,68.200,57.11234
-6.93545,112.33670,32.900,53.17793
-6.94039,112.29920,28.700,52.73438
-6.92470,112.23590,54.700,50.72091
-6.88489,112.45160,2.300,36.65836
-6.88335,112.39110,11.900,39.52550
-6.89762,112.34080,29.800,44.89595
-6.90006,112.29490,45.500,44.52100
-6.89511,112.24120,45.000,44.04300
-7.03275,112.14550,8.600,17.25835
-7.11778,112.44450,3.700,10.33197
-7.16134,112.62370,34.800,17.65610
-7.19417,112.64560,4.500,9.20708
-7.16045,112.16700,13.600,14.15025
-8.16965,110.76828,164.600,128.90542
-8.14253,110.60497,7.400,113.70676
-8.13273,110.65664,188.800,135.03089
-8.14937,110.70238,207.100,134.84020
-8.13771,110.74538,250.300,135.69196
-8.08428,110.48817,178.400,143.11960
-8.10198,110.51679,109.600,130.83359
-8.11422,110.56111,68.500,118.79598
-8.09562,110.61254,219.500,130.62367
-8.09796,110.66935,261.400,134.74047
-8.10917,110.75682,296.100,140.93106
-8.03080,110.36842,233.600,148.75946
-8.06397,110.43170,217.700,155.17188
-8.05249,110.48934,256.600,151.70856
-8.05187,110.53478,283.500,139.79868
-8.06365,110.57838,244.000,134.60942
-8.06296,110.62310,257.800,132.17710
-8.05708,110.65143,251.300,130.97754
-8.06493,110.70199,292.300,132.10865
-8.06533,110.75780,358.000,139.91113
-8.00887,110.30228,8.700,119.15922
-8.00392,110.34721,343.300,161.09515
-7.99981,110.38180,325.800,151.43481
-8.01548,110.41866,305.200,154.47562
-8.01448,110.46374,331.900,156.63319
-8.00593,110.51920,158.900,122.78637
-8.00253,110.56087,171.100,116.40748
-7.99994,110.60167,159.600,112.42135
-8.00072,110.65911,169.900,115.22197
-7.99779,110.69759,200.000,116.82765
-8.01761,110.74260,368.000,137.79972
-7.95207,110.18994,4.200,84.90750
-7.96901,110.25522,9.900,84.77862
-7.95656,110.30441,16.600,94.42520
-7.95193,110.39037,22.600,105.95213
-7.97830,110.43327,302.400,139.95453
-7.97663,110.47515,112.800,115.25053
-7.95757,110.52109,173.200,112.34005
-7.97125,110.56396,175.000,113.87739
-7.95388,110.60483,191.200,110.47845
-7.95654,110.66088,184.000,110.15984
-7.97535,110.76024,455.900,140.14401
-7.92295,110.11660,6.100,97.53206
-7.90288,110.15373,4.400,94.77047
-7.91744,110.19508,7.300,88.07812
-7.92827,110.25157,14.800,82.87730
-7.90028,110.29782,34.100,85.02441
-7.92607,110.34174,26.000,86.65956
-7.91978,110.38113,32.700,94.96302
-7.93139,110.41942,340.700,128.82729
-7.91953,110.46927,220.600,113.37193
-7.92188,110.52193,201.500,107.36736
-7.91359,110.55567,210.600,104.59070
-7.91944,110.59815,172.300,101.67236
-7.91803,110.65840,173.900,102.48101
-7.91588,110.68762,186.600,102.46482
-7.91619,110.74795,376.900,136.34668
-7.86969,110.06512,10.500,128.44701
-7.88564,110.11622,5.600,106.95375
-7.85861,110.15824,16.800,102.53289
-7.88217,110.20574,27.400,93.38968
-7.87469,110.25679,34.700,87.64667
-7.87241,110.30239,127.100,95.10088
-7.86322,110.33902,58.400,90.56454
-7.87388,110.38154,50.400,88.72394
-7.87411,110.41464,54.000,98.05982
-7.88259,110.45161,375.300,120.10725
-7.85772,110.51454,269.400,109.45246
-7.88047,110.57514,129.700,97.12639
-7.87133,110.60897,209.000,104.64284
-7.85830,110.64611,191.900,99.69189
-7.86429,110.68947,174.800,97.48624
